Network,Comments,EVM,Layer,DEXS number,DEXs,Protocols number,Launch date,TVL,Chain ID,safe_protofire,safe_exists,uniswap_fork,uniswap_version,dex_notes,website_found,project_description,why_good_fit,outreach_case,tg_cold,tg_followup,li_connect,li_first,li_followup,research_notes
Shido,,EVM,L1,2 vol≠tvl,"Shido Dex V3, Shido Dex V2",2,11/15/2024,"$905,660 ",—,NO,UNCLEAR,YES;YES,BOTH,Shido Dex V3/V2: YES/BOTH — Shido runs open-source repos (ShidoGlobal/shido-liquidity-pool[-core]) deployed with ChainId.SHIDO and a Uniswap-style 'v3-subgraph' indexer; combined with the V2/V3 product split this indicates a Uniswap V2+V3 fork (README not directly fetchable — strong circumstantial evidence).,https://shido.io,EVM-compatible (also WASM/IBC/Cosmos) high-performance L1 PoS chain for DeFi; native token SHIDO (chain_id tentatively 9008).,Healthy TVL (~$906K) with a native Uniswap-style V2+V3 AMM — strong fit for canonical DAO recognition; Safe status and chain_id need verification.,CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at Shido and saw Shido Dex already runs Uniswap-style V2 and V3 pools. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. with ~$900K TVL on a native Uniswap-style DEX, canonical DAO recognition is what gets it aggregator-prioritized. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what Shido Dex runs on would help me tell you if there's a clean path to canonical recognition for Shido. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what Shido's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw Shido Dex already runs Uniswap-style V2 and V3 pools on Shido. with ~$900K TVL on a native Uniswap-style DEX, canonical DAO recognition is what gets it aggregator-prioritized. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to Shido Dex's docs or repo I can tell you quickly whether canonical recognition is on the table for Shido. Happy either way.",Shido Dex V2+V3 = Uniswap fork (circumstantial: repos + v3-subgraph). chain_id UNKNOWN in source (tentatively 9008 — VERIFY). safe_exists UNCLEAR -> verify/deploy Safe. ~$906K TVL. CASE_6.
Asset Chain,,EVM,L1,1,Asset Chain Swap,2,11/6/2024,"$166,132 ",42420,NO,NO,YES,V3,Asset Chain Swap: YES/V3 — classified on DefiLlama/aggregators as a Uniswap V3 fork (AMM) on Asset Chain.,https://xend.finance,Xend Finance's PoS EVM L1 built for Real-World Assets (RWA); ecosystem token RWA (formerly XEND) (chain_id 42420).,"Runs a Uniswap-V3 fork but has NO Safe — for an RWA chain, multisig custody is the conspicuous missing piece institutions require. TVL minimal (~$166K).",CASE_4,"hey [Name], Vic from Protofire DAO. been following Asset Chain and had a look at the stack. Asset Chain Swap already gives you a Uniswap-v3 fork, but there's no Safe multisig on Asset Chain. at this stage the highest-leverage move is probably a proper Safe deployment — it's what signals to protocols, DAOs and bridges that a chain is serious, and it unlocks the kind of TVL that makes a DEX worth running. for a chain built around RWAs, a Safe multisig is exactly what institutional asset partners require before custodying value on you. we've deployed Safe for 130+ networks including Gnosis and others — fast to ship, low friction. open to a quick chat?","hey [Name], following up on the Safe idea for Asset Chain — genuinely low-lift on our end, and it's the piece bridges/protocols look for first. worth a quick call?","Hi [Name] — Vic at Protofire DAO. For Asset Chain, a proper Safe multisig is probably the highest-leverage next step to signal you're serious. Open to a chat?","Thanks for connecting, [Name]. Had a look at Asset Chain — Asset Chain Swap already gives you a Uniswap-v3 fork, but there's no Safe multisig on Asset Chain. At this stage a proper Safe is the move: it's what protocols, DAOs and bridges look for, and it unlocks the TVL that makes a DEX worth running. for a chain built around RWAs, a Safe multisig is exactly what institutional asset partners require before custodying value on you. We've deployed Safe for 130+ networks — fast, low friction. Open to a quick chat?","Hey [Name], no pressure — the Safe deploy is quick and low-cost, and it's usually the unlock for the next stage of an ecosystem. Here whenever you want to scope it.",Asset Chain Swap = UniV3 fork. No Safe (chain_id 42420). ~$166K TVL. RWA chain. CASE_4 Safe pitch.
Matchain,,EVM,L2,2 vol≠tvl,"MSwap, IncaSwap",6,10/5/2024,"$19,427 ",698,NO,YES,YES;YES,V2,MSwap: YES/V2 — described as a Uniswap V2 fork DEX on Matchain (mswap.info). | IncaSwap: YES/V2 — classified as a UniswapV2 fork deployed on Matchain.,https://www.matchain.io,"Decentralized-AI L2 on BNB Chain (OP Stack + zk-rollup) focused on on-chain identity (MatchID), data sovereignty and AI; native token MAT (chain_id 698).","Both DEXes are Uniswap-V2 forks with no V3, and Safe is present — a clean V2->V3 upgrade for a high-activity identity/AI L2. Low DEX TVL (~$19K).",CASE_5,"hey [Name], Vic from Protofire DAO. looked at Matchain's DEX setup — you've got MSwap, IncaSwap running on V2 which is solid, but no V3 yet. worth considering: V3's concentrated liquidity attracts a different class of LPs — active managers and yield optimizers. V2 is great for passive liquidity, but V3 is what pulls in sophisticated market makers. as identity/AI activity drives token flow, V3 concentrated liquidity is what lets market makers quote your pairs efficiently. we've deployed V3 on 12+ chains and can layer it on top of your existing V2 — same familiar UI, same stack, just more powerful. usually 2–4 weeks. open to a quick chat?","hey [Name], circling back on the V3 idea for Matchain — we can layer it on MSwap, IncaSwap without disrupting your current V2 pools. want me to send a quick scope?","Hi [Name] — Vic at Protofire DAO. Matchain has MSwap, IncaSwap on V2 but no V3 yet; V3 is what pulls in active LPs/market makers. We can layer it on. Worth a chat?","Thanks for connecting, [Name]. Saw Matchain runs MSwap, IncaSwap on V2 — solid, but no V3. as identity/AI activity drives token flow, V3 concentrated liquidity is what lets market makers quote your pairs efficiently. V3's concentrated liquidity brings in active managers and yield optimizers that V2 alone won't. We've deployed V3 on 12+ chains and can layer it on your existing V2 (same UI, ~2–4 weeks). Open to a quick chat?","Hey [Name], no rush — whenever you want to give Matchain's LPs a V3 option on top of MSwap, IncaSwap, it's a clean add-on for us. Happy to share how it went on other chains.",MSwap + IncaSwap both UniV2. Safe present (chain_id 698). ~$19K TVL. CASE_5 V2->V3.
HeLa,,EVM,L1,1,cytoswap,3,10/4/2024,"$117,091 ",8668,NO,NO,YES,V3,"cytoswap: YES/V3 — GitHub org hela-cytoswap hosts cytoswap-v3-staker (a direct analog of Uniswap's v3-staker) and advertises a V3 canonical staking contract with concentrated-liquidity pools, indicating a Uniswap V3 fork; no clear V2.",https://helalabs.com,"EVM L1 using a fiat/USDC-backed stablecoin (HLUSD) as native gas token, with a separate finite-supply $HELA token; (chain_id 8668).",Runs a Uniswap-V3 fork (cytoswap) but has NO Safe — multisig custody is the gap; TVL minimal (~$117K). Unusual stablecoin-gas model but EVM-compatible.,CASE_4,"hey [Name], Vic from Protofire DAO. been following HeLa and had a look at the stack. cytoswap already gives you a Uniswap-v3 fork, but there's no Safe multisig on HeLa. at this stage the highest-leverage move is probably a proper Safe deployment — it's what signals to protocols, DAOs and bridges that a chain is serious, and it unlocks the kind of TVL that makes a DEX worth running. with a fiat-backed stablecoin as gas, a proper Safe is the custody layer institutions and bridges expect before routing value through you. we've deployed Safe for 130+ networks including Gnosis and others — fast to ship, low friction. open to a quick chat?","hey [Name], following up on the Safe idea for HeLa — genuinely low-lift on our end, and it's the piece bridges/protocols look for first. worth a quick call?","Hi [Name] — Vic at Protofire DAO. For HeLa, a proper Safe multisig is probably the highest-leverage next step to signal you're serious. Open to a chat?","Thanks for connecting, [Name]. Had a look at HeLa — cytoswap already gives you a Uniswap-v3 fork, but there's no Safe multisig on HeLa. At this stage a proper Safe is the move: it's what protocols, DAOs and bridges look for, and it unlocks the TVL that makes a DEX worth running. with a fiat-backed stablecoin as gas, a proper Safe is the custody layer institutions and bridges expect before routing value through you. We've deployed Safe for 130+ networks — fast, low friction. Open to a quick chat?","Hey [Name], no pressure — the Safe deploy is quick and low-cost, and it's usually the unlock for the next stage of an ecosystem. Here whenever you want to scope it.",cytoswap = UniV3 fork (v3-staker). No Safe (chain_id 8668). ~$117K TVL. CASE_4 Safe pitch.
Electroneum,,EVM,L1,2 vol≠tvl,"ElectroSwap V3, ElectroSwap V2",2,9/14/2024,"$139,551 ",52014,NO,NO,YES;YES,BOTH,"ElectroSwap V3/V2: YES/BOTH — ElectroSwap docs state it is 'built on the solid foundation of Uniswap V2 and V3', offering both V2 pools and V3 concentrated liquidity on the Electroneum Smart Chain.",https://electroneum.com,"Mobile-focused EVM L1 (Electroneum Smart Chain, IBFT) aimed at financial inclusion for the unbanked; native token ETN (chain_id 52014).",Already runs a canonical Uniswap V2+V3 fork (ElectroSwap) but has NO Safe — the gap is multisig custody; TVL minimal (~$140K).,CASE_4,"hey [Name], Vic from Protofire DAO. been following Electroneum and had a look at the stack. ElectroSwap already covers Uniswap V2+V3, but there's no Safe multisig on Electroneum. at this stage the highest-leverage move is probably a proper Safe deployment — it's what signals to protocols, DAOs and bridges that a chain is serious, and it unlocks the kind of TVL that makes a DEX worth running. for a chain focused on financial inclusion, a Safe multisig is what signals to partners and bridges that treasury custody is done properly. we've deployed Safe for 130+ networks including Gnosis and others — fast to ship, low friction. open to a quick chat?","hey [Name], following up on the Safe idea for Electroneum — genuinely low-lift on our end, and it's the piece bridges/protocols look for first. worth a quick call?","Hi [Name] — Vic at Protofire DAO. For Electroneum, a proper Safe multisig is probably the highest-leverage next step to signal you're serious. Open to a chat?","Thanks for connecting, [Name]. Had a look at Electroneum — ElectroSwap already covers Uniswap V2+V3, but there's no Safe multisig on Electroneum. At this stage a proper Safe is the move: it's what protocols, DAOs and bridges look for, and it unlocks the TVL that makes a DEX worth running. for a chain focused on financial inclusion, a Safe multisig is what signals to partners and bridges that treasury custody is done properly. We've deployed Safe for 130+ networks — fast, low friction. Open to a quick chat?","Hey [Name], no pressure — the Safe deploy is quick and low-cost, and it's usually the unlock for the next stage of an ecosystem. Here whenever you want to scope it.",ElectroSwap = UniV2+V3. No Safe (chain_id 52014). ~$140K TVL. CASE_4 Safe pitch (DEX already covered).
Polynomial,,EVM,L1,1 vol≠tvl,Polynomial Liquidity,2,9/13/2024,"$594,110 ",8008,NO,YES,NO,—,"Polynomial Liquidity: NO — Polynomial is a decentralized perpetuals/derivatives exchange (pool-based perps AMM upgrading to an orderbook), not a spot Uniswap AMM (polynomial.fi). Beware lookalike phishing domain 'polynominaldex.xyz'.",https://www.polynomial.fi,"OP-Stack L2 in the Optimism Superchain purpose-built to hyperscale on-chain derivatives (perps, options, structured vaults) with unified liquidity; (chain_id 8008).","Safe present and meaningful TVL (~$594K), but liquidity is perps/derivatives — there's no spot AMM, so a canonical Uniswap would add the spot-swap venue the chain lacks.",CASE_2,"hey [Name], Vic from Protofire DAO — we build core infra for EVM chains. had a look at Polynomial's stack — you've got Safe covered, but no canonical Uniswap DEX yet. your liquidity today is perps/derivatives — there's no spot AMM, so a canonical Uniswap v2+v3 gives your users and LPs an actual spot-swap venue. without one, your swap volume is leaking to other chains and your LPs don't have a proper interface to manage positions. we deploy Uniswap v2+v3 end-to-end — contracts, routing API, graph node, frontend, and the canonical DAO governance proposal that gets your DEX officially recognized. done this for BOB, MODE, Abstract, Zora and others. whitelabel on your domain or shared UI — 2–4 weeks either way. open to a quick sync?","hey [Name], following up on the Uniswap idea for Polynomial — end-to-end deploy on our side, and it plugs the swap-volume leak. worth a quick call?",Hi [Name] — Vic at Protofire DAO. Polynomial has Safe covered but no canonical Uniswap DEX yet; that's usually where swap volume leaks. Worth a chat?,"Thanks for connecting, [Name]. Had a look at Polynomial — you've got Safe covered, but no canonical Uniswap DEX yet. your liquidity today is perps/derivatives — there's no spot AMM, so a canonical Uniswap v2+v3 gives your users and LPs an actual spot-swap venue. We deploy Uniswap v2+v3 end-to-end — contracts, routing API, graph node, frontend, plus the canonical DAO proposal that gets it officially recognized. Done this for BOB, MODE, Abstract, Zora. Whitelabel or shared UI, ~2–4 weeks. Open to a quick sync?","Hey [Name], no rush — the Uniswap deploy is end-to-end on our side and tends to stop the swap-volume leak to other chains. Here whenever you want to scope it.","Polynomial = perps/derivatives DEX, not spot AMM (not Uniswap). Safe present (chain_id 8008). ~$594K TVL. CASE_2 cold Uniswap (spot venue). Note phishing lookalike polynominaldex.xyz."
Dymension,,EVM,L1,1 vol≠tvl,Dymension DEX,4,8/28/2024,"$156,950 ",—,NO,UNCLEAR,NO,—,"Dymension DEX: NO — the 'DEX' is a native AMM module in the Dymension Hub for shared RollApp/IRO liquidity, a Cosmos-SDK Balancer/Osmosis-GAMM-style AMM, not a Uniswap fork. No EVM chainId at the Hub level (EVM exists only at individual RollApps).",https://dymension.xyz,Modular Cosmos-SDK 'chain launchpad' settlement hub (network of RollApps) providing shared security and liquidity via a built-in AMM; native token DYM.,"Poor fit — the Hub is Cosmos-SDK (no EVM chainId), so canonical Safe/Uniswap can't deploy to the Hub itself, and its native AMM already serves swaps; EVM only exists per-RollApp. Manual review needed.",CASE_4,"hey [Name], Vic from Protofire DAO. been following Dymension and had a look at the stack. your Hub AMM is a Cosmos-style module, not an EVM Uniswap, but there's no Safe multisig on Dymension. at this stage the highest-leverage move is probably a proper Safe deployment — it's what signals to protocols, DAOs and bridges that a chain is serious, and it unlocks the kind of TVL that makes a DEX worth running. the honest first question is which EVM RollApp we'd target — at that layer a Safe and canonical Uniswap make sense, but the Hub itself is Cosmos-SDK. we've deployed Safe for 130+ networks including Gnosis and others — fast to ship, low friction. open to a quick chat?","hey [Name], following up on the Safe idea for Dymension — genuinely low-lift on our end, and it's the piece bridges/protocols look for first. worth a quick call?","Hi [Name] — Vic at Protofire DAO. For Dymension, a proper Safe multisig is probably the highest-leverage next step to signal you're serious. Open to a chat?","Thanks for connecting, [Name]. Had a look at Dymension — your Hub AMM is a Cosmos-style module, not an EVM Uniswap, but there's no Safe multisig on Dymension. At this stage a proper Safe is the move: it's what protocols, DAOs and bridges look for, and it unlocks the TVL that makes a DEX worth running. the honest first question is which EVM RollApp we'd target — at that layer a Safe and canonical Uniswap make sense, but the Hub itself is Cosmos-SDK. We've deployed Safe for 130+ networks — fast, low friction. Open to a quick chat?","Hey [Name], no pressure — the Safe deploy is quick and low-cost, and it's usually the unlock for the next stage of an ecosystem. Here whenever you want to scope it.","Dymension Hub = Cosmos-SDK, no EVM chainId; native AMM = Osmosis/Balancer-style (not Uniswap). Safe/Uniswap only deployable at individual EVM RollApp level. MANUAL REVIEW — likely mis-scoped fit. CASE_4 tentative."
Neo X Mainnet,,EVM,L1,2 vol≠tvl,"Carrot Swap, Asteroneo",2,8/27/2024,"$7,533 ",47763,NO,YES,YES;YES,V2,Carrot Swap: YES/V2 — launched a Uniswap-V2-style CPMM (CLMM/Stable on roadmap) per Carrot docs. | Asteroneo: YES/V2 — explicitly 'modeled off Uniswap V2's code' (Neo News Today).,https://neox.org,"EVM-compatible sidechain of Neo with dBFT finality, using GAS as native/gas token; brings DeFi to the Neo ecosystem (chain_id 47763).","Two live Uniswap-V2 forks (Carrot, Asteroneo) with no V3, and Safe present — a clean V2->V3 upgrade; low TVL (~$7.5K) tempers upside.",CASE_5,"hey [Name], Vic from Protofire DAO. looked at Neo X Mainnet's DEX setup — you've got Carrot Swap, Asteroneo running on V2 which is solid, but no V3 yet. worth considering: V3's concentrated liquidity attracts a different class of LPs — active managers and yield optimizers. V2 is great for passive liquidity, but V3 is what pulls in sophisticated market makers. both your DEXes are V2 today — layering V3 on top is what pulls in the active LPs and market makers a maturing Neo DeFi scene needs. we've deployed V3 on 12+ chains and can layer it on top of your existing V2 — same familiar UI, same stack, just more powerful. usually 2–4 weeks. open to a quick chat?","hey [Name], circling back on the V3 idea for Neo X Mainnet — we can layer it on Carrot Swap, Asteroneo without disrupting your current V2 pools. want me to send a quick scope?","Hi [Name] — Vic at Protofire DAO. Neo X Mainnet has Carrot Swap, Asteroneo on V2 but no V3 yet; V3 is what pulls in active LPs/market makers. We can layer it on. Worth a chat?","Thanks for connecting, [Name]. Saw Neo X Mainnet runs Carrot Swap, Asteroneo on V2 — solid, but no V3. both your DEXes are V2 today — layering V3 on top is what pulls in the active LPs and market makers a maturing Neo DeFi scene needs. V3's concentrated liquidity brings in active managers and yield optimizers that V2 alone won't. We've deployed V3 on 12+ chains and can layer it on your existing V2 (same UI, ~2–4 weeks). Open to a quick chat?","Hey [Name], no rush — whenever you want to give Neo X Mainnet's LPs a V3 option on top of Carrot Swap, Asteroneo, it's a clean add-on for us. Happy to share how it went on other chains.",Carrot Swap + Asteroneo both UniV2. Safe present (chain_id 47763). ~$7.5K TVL. CASE_5 V2->V3.
LaChain Network,,EVM,L1,1 vol≠tvl,MateSwap,2,8/16/2024,"$44,865 ",274,NO,YES,UNCLEAR,UNKNOWN,"MateSwap: UNCLEAR — described as the first Argentine DEX on LaChain (trade/stake/farm, a classic UniV2-fork pattern), but site unreachable and no contract-level evidence; a same-named 'Mate' GitBook describes a BSC BEP-20 token + multi-AMM aggregation, so identity is ambiguous.",https://www.lachain.network,"EVM-compatible chain built by a LatAm consortium ('built in LatAm, for LatAm') for regional DeFi/payments; native token LAC (chain_id 274).","Safe present on a regional-adoption L1, but MateSwap's fork lineage is unverified and TVL modest (~$45K) — exploratory; confirm the DEX stack first.",CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at LaChain Network and saw MateSwap is your DEX but its underlying stack couldn't be verified. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. for a LatAm-focused chain, a canonical DAO-recognized Uniswap would give regional builders an aggregator-visible, audited liquidity layer. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what MateSwap runs on would help me tell you if there's a clean path to canonical recognition for LaChain Network. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what LaChain Network's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw MateSwap is your DEX but its underlying stack couldn't be verified on LaChain Network. for a LatAm-focused chain, a canonical DAO-recognized Uniswap would give regional builders an aggregator-visible, audited liquidity layer. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to MateSwap's docs or repo I can tell you quickly whether canonical recognition is on the table for LaChain Network. Happy either way.",MateSwap lineage unclear (site unreachable; name collision). Safe present (chain_id 274). ~$45K TVL. CASE_6 exploratory.
Saakuru,,EVM,L1,1 vol≠tvl,Taffy Finance,1,7/22/2024,"$84,216 ",7225878,YES,YES,YES,V2,"Taffy Finance: YES/V2 — explicitly 'a fork of Uniswap v2' with a 0.3% trade fee, tailored for GameFi/gasless trading on Saakuru (Saakuru Labs Medium 'Introducing Taffy DEX').",https://saakuru.com,Gasless EVM L2 (over the Oasys ecosystem; pairs settle in WOAS) focused on GameFi and Web2-friendly dApps; (chain_id 7225878).,Warm — Protofire already deployed Safe (safe_protofire=YES). Runs a Uniswap-V2 fork (Taffy) with no V3 — a clean V2->V3 upgrade on an existing relationship; gasless GameFi focus supports DeFi tooling.,CASE_5,"hey [Name], Vic from Protofire DAO. looked at Saakuru's DEX setup — you've got Taffy Finance running on V2 which is solid, but no V3 yet. worth considering: V3's concentrated liquidity attracts a different class of LPs — active managers and yield optimizers. V2 is great for passive liquidity, but V3 is what pulls in sophisticated market makers. since we already deployed your Safe, layering V3 onto Taffy is a natural next step — concentrated liquidity gives your GameFi pairs tighter pricing. we've deployed V3 on 12+ chains and can layer it on top of your existing V2 — same familiar UI, same stack, just more powerful. usually 2–4 weeks. open to a quick chat?","hey [Name], circling back on the V3 idea for Saakuru — we can layer it on Taffy Finance without disrupting your current V2 pools. want me to send a quick scope?",Hi [Name] — Vic at Protofire DAO. Saakuru has Taffy Finance on V2 but no V3 yet; V3 is what pulls in active LPs/market makers. We can layer it on. Worth a chat?,"Thanks for connecting, [Name]. Saw Saakuru runs Taffy Finance on V2 — solid, but no V3. since we already deployed your Safe, layering V3 onto Taffy is a natural next step — concentrated liquidity gives your GameFi pairs tighter pricing. V3's concentrated liquidity brings in active managers and yield optimizers that V2 alone won't. We've deployed V3 on 12+ chains and can layer it on your existing V2 (same UI, ~2–4 weeks). Open to a quick chat?","Hey [Name], no rush — whenever you want to give Saakuru's LPs a V3 option on top of Taffy Finance, it's a clean add-on for us. Happy to share how it went on other chains.","safe_protofire=YES (WARM). Taffy Finance = UniV2 fork, no V3. ~$84K TVL. CASE_5 V2->V3 with warm Safe angle."
Mint,,EVM,L1,1,MintSwap Finance,4,6/25/2024,—,185,YES,YES,YES,V3,"MintSwap Finance: YES/V3 — the MintSwapFinance GitHub org hosts mintswap-v3-core and mintswap-v3-periphery, direct forks of Uniswap v3-core/v3-periphery (canonical V3 concentrated-liquidity contracts); no V2 repo.",https://www.mintswap.finance,"Ethereum OP-Stack L2 in the Optimism Superchain focused on NFTs/NFTFi (Mintverse ecosystem), ETH-denominated UX; (chain_id 185).",Warm — Protofire already deployed Safe (safe_protofire=YES). Runs a canonical Uniswap V3 fork (MintSwap) — strong fit for canonical DAO recognition + tooling on an existing relationship.,CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at Mint and saw we deployed your Safe already, and MintSwap runs a canonical Uniswap V3 fork. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. since we already run your Safe and MintSwap is a clean Uniswap v3 fork, the natural next step is canonical DAO recognition so aggregators prioritize your NFTFi liquidity. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what MintSwap Finance runs on would help me tell you if there's a clean path to canonical recognition for Mint. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what Mint's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw we deployed your Safe already, and MintSwap runs a canonical Uniswap V3 fork on Mint. since we already run your Safe and MintSwap is a clean Uniswap v3 fork, the natural next step is canonical DAO recognition so aggregators prioritize your NFTFi liquidity. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to MintSwap Finance's docs or repo I can tell you quickly whether canonical recognition is on the table for Mint. Happy either way.",safe_protofire=YES (WARM). MintSwap = direct UniV3 fork (v3-core/periphery). No tracked TVL. CASE_6 canonical recognition + warm Safe.
AILayer,,EVM,L1,1 vol≠tvl,AINN Swap,7,6/24/2024,"$89,652 ",2649,NO,NO,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
Rari,,EVM,L1,2,"Camelot V3, Camelot V2",4,6/18/2024,"$8,387 ",1380012617,NO,NO,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
Ham,,EVM,L1,1 vol≠tvl,BBQSwap,1,6/11/2024,"$2,929 ",5112,NO,NO,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
LUKSO,,EVM,L1,2 vol≠tvl,"Phlox, Universal Swaps",7,6/5/2024,"$36,859 ",42,NO,YES,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
Genesys,,EVM,L1,1 vol≠tvl,BlueLotusDao DEX,2,5/29/2024,—,16507,NO,NO,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
re.al,,EVM,L2,2,"Pearl V2, Pearl V1.5",10,5/23/2024,—,111188,YES,YES,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
BounceBit,,EVM,L1,2 vol≠tvl,"BounceBit Swap V3, BounceBit Swap V2",13,5/16/2024,"$688,730 ",6001,NO,YES,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
Endurance,,EVM,L1,2 vol≠tvl,"Catalist DEX, Tesseract World",4,5/9/2024,$26 ,648,NO,YES,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
Planq,,EVM,L1,2 vol≠tvl,"Ciento Exchange, Physica Finance",2,4/19/2024,"$5,259 ",7070,NO,YES,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
Ancient8,,EVM,L1,2 vol≠tvl,"Baryon Network, Ancient8 Swap",3,4/16/2024,"$38,010 ",888888888,NO,YES,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
HAQQ,,EVM,L1,1 vol≠tvl,SushiSwap,5,4/4/2024,$11 ,11235,NO,YES,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
RSS3,,EVM,L1,1 vol≠tvl,Openswap VSL,1,3/26/2024,—,—,NO,UNCLEAR,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
DeFiChain EVM,,EVM,L1,2,"VanillaSwap V2, VanillaSwap V3",3,3/25/2024,"$97,150 ",1130,NO,NO,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
Bahamut,,EVM,L1,2 vol≠tvl,"SilkSwap, Kujata",8,3/22/2024,—,—,NO,UNCLEAR,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
Immutable zkEVM,,EVM,L1,2,"Quickswap V3, WarpGate",5,3/22/2024,"$11,241,448 ",13371,YES,YES,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
Q Protocol,,EVM,L1,1 vol≠tvl,Elk,4,3/14/2024,"$9,376 ",35441,NO,YES,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
inEVM,,EVM,L1,3 vol≠tvl,"Poolshark, DackieSwap V3, DackieSwap V2",7,3/12/2024,—,2525,NO,NO,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed. chain_id 2525 labeled 'BB1' in Protofire repo; not treated as a Protofire match.
DeFiVerse,,EVM,L1,1,Gaming DEX,1,3/8/2024,—,16116,NO,NO,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
Bitrock,,EVM,L1,1,Rockswap,4,3/1/2024,—,7171,NO,YES,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
Bitnet,,EVM,L1,1 vol≠tvl,Xenwave,1,1/27/2024,—,—,NO,UNCLEAR,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
AirDAO,,EVM,L1,2 vol≠tvl,"FirepotSwap, Astra",6,1/16/2024,—,16718,NO,NO,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
JBC,,EVM,L1,3 vol≠tvl,"Junoswap.trade, JIBSWAP, CommuDAO GameSwap",4,12/25/2023,"$5,850 ",—,NO,UNCLEAR,,,,,,,,,,,,,Beyond first-30 research scope (STEP 3/5/6 not run). STEP 1/2 computed.
